player_id,source,round_name,collection_position,match_type,format,dual_match_id,status,has_tournament_round
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,6,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7-F:TB10,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,6,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7-F:TB10,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,6,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,6,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R64,None,SINGLES,SET3-S:6/TB7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R32,None,SINGLES,SET3-S:6/TB7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R32,None,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R16,None,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7-F:TB10,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,5,SINGLES,SET3-S:6/TB7-F:TB10,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,2,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,3,DOUBLES,SET1-S:8/TB7@7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,4,SINGLES,SET3-S:6/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R32,None,DOUBLES,SET1-S:8/TB7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R64,None,SINGLES,SET3-S:6/TB7-F:TB10,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,C-R16-Q,None,DOUBLES,SET1-S:8/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,R32,None,SINGLES,SET3-S:6/TB7,None,COMPLETED,True
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,C-QF,None,DOUBLES,SET1-S:8/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,C-SF,None,DOUBLES,SET1-S:8/TB7,None,COMPLETED,False
04d4294f-c181-4199-9b9b-239b4af22e37,TOURNAMENTDESK,F,1,DOUBLES,SET1-S:6/TB7,None,COMPLETED,False
